BRE,HEA,SEC,INE,FAC,HAS,HAB,SIL,UGL,UNT,UNE,PR,POL,VAX,DIS,EXA,ROB
5,5,1,1,1,1,1,1,1,1,1,1,2,52,0,0,0
5,5,2,2,2,1,5,2,2,2,2,4,2,41,2,3,3
5,5,4,2,2,3,3,5,2,2,2,2,5,34,2,3,4
2,5,4,1,2,1,2,1,1,1,1,1,2,26,0,1,5
2,2,4,1,2,3,5,6,6,6,6,2,3,15,0,0,6
1,5,5,3,3,3,3,3,3,3,3,7,4,33,3,3,5
5,6,6,2,2,4,5,6,4,2,2,4,2,37,0,1,7
6,7,2,2,2,2,5,4,4,2,4,2,4,28,0,0,7
1,1,4,1,1,1,1,1,1,1,1,1,4,32,0,0,0
1,1,2,1,1,1,4,4,4,1,1,1,1,21,0,0,4
6,6,6,4,4,4,4,4,4,4,4,6,8,56,1,4,3
5,4,1,1,1,2,2,1,2,2,5,2,7,39,0,3,5
7,7,4,4,6,2,5,4,4,4,4,4,4,55,3,7,6
2,2,5,4,2,1,1,1,1,1,1,1,3,37,0,3,8
5,5,4,2,2,3,2,6,6,5,4,6,4,30,0,5,7
5,5,4,4,5,2,5,4,4,2,4,2,4,52,0,1,5
6,5,4,4,4,5,3,2,2,5,4,5,4,39,0,5,9
2,1,1,1,1,1,1,1,1,1,1,1,2,37,0,0,1
5,5,5,3,3,4,6,5,5,2,3,5,4,49,1,6,8
2,2,2,2,1,2,5,1,1,1,1,2,2,32,1,4,5
2,3,7,1,1,2,5,5,5,3,5,4,2,47,0,1,6
3,1,1,1,3,1,1,1,1,1,1,1,2,24,0,0,8
5,5,4,2,2,2,5,4,5,2,2,2,2,21,0,0,4
4,3,3,2,2,2,2,2,2,2,2,2,7,32,0,1,7
5,7,6,2,4,3,5,4,3,2,3,2,8,28,0,2,7
7,6,2,6,5,6,6,6,6,6,6,7,4,36,3,10,7
6,5,6,5,2,5,5,6,6,6,2,6,3,12,0,4,7
2,2,2,2,2,2,2,2,2,2,2,2,4,34,0,4,0
5,5,5,5,5,3,3,5,5,5,5,5,4,39,3,3,3
6,7,5,2,2,2,2,2,2,2,2,2,2,30,0,0,2
4,7,6,4,6,4,6,6,6,4,6,5,5,67,1,4,7
5,5,4,2,3,5,4,3,3,4,4,4,3,44,3,3,3
4,4,4,4,4,4,4,4,4,4,4,4,2,33,0,0,4
5,5,2,2,2,2,2,1,2,2,2,2,2,42,0,1,3
6,6,6,5,5,5,5,6,6,4,6,6,4,44,3,6,7
5,5,5,4,4,2,2,2,2,2,2,2,5,26,0,8,5
5,6,4,4,4,4,4,4,4,3,4,4,2,43,3,4,5
5,6,5,4,5,3,5,4,4,4,4,5,4,55,1,6,9
6,6,1,1,1,1,1,1,1,1,1,1,2,30,1,1,5
7,5,1,1,2,5,4,5,6,6,6,4,2,30,1,2,0
2,1,1,1,1,1,1,4,1,1,1,1,1,21,0,0,5
1,5,5,3,4,1,1,1,1,1,1,1,3,30,0,0,5
5,4,4,4,3,6,6,5,5,3,3,6,5,49,0,9,8
1,1,1,1,1,1,1,1,1,1,6,1,2,24,0,0,4
5,5,5,1,1,4,4,3,3,3,3,3,4,35,3,0,1
5,4,4,2,2,1,2,2,2,1,2,1,2,27,0,0,0
6,5,4,3,3,5,6,5,4,3,3,4,3,49,4,3,6
1,1,2,2,2,2,2,2,2,2,2,2,3,27,0,0,0
5,5,2,2,2,2,5,1,1,1,2,1,2,34,1,0,2
5,3,1,2,1,1,2,1,1,1,1,1,5,31,0,0,1
2,5,2,2,2,2,6,2,3,2,2,4,1,28,0,0,3
6,7,4,3,5,7,7,5,5,1,3,3,1,46,0,0,0
1,1,1,1,1,1,1,1,1,1,1,3,8,42,0,6,8
5,6,4,3,4,5,6,4,4,2,2,7,4,29,2,3,9
7,5,1,1,2,1,1,1,1,1,1,1,4,34,0,0,0
2,1,5,1,1,1,1,1,1,1,1,1,1,20,0,0,0
4,4,5,5,5,3,3,3,3,3,3,3,2,45,3,3,3
5,5,4,3,3,2,4,2,2,2,4,4,4,40,0,1,2
6,5,6,5,6,5,3,6,6,6,5,3,7,19,0,0,0
5,1,1,1,2,1,1,1,1,1,1,1,1,19,0,0,3
3,3,2,2,2,2,5,2,1,1,1,1,7,21,0,5,5
6,4,5,5,5,6,7,5,5,5,5,5,4,60,1,8,7
6,5,5,4,4,2,2,1,1,1,1,1,2,40,0,0,0
7,7,5,7,6,4,4,4,4,4,4,4,8,27,6,6,6
5,4,3,3,3,1,1,1,1,1,1,1,2,32,0,0,6
5,5,2,2,2,1,5,4,4,2,5,3,4,30,1,0,4
5,6,6,3,3,3,3,3,3,3,3,3,2,38,3,3,3
7,7,6,6,7,7,7,6,6,3,4,5,4,42,3,3,4
5,5,5,4,5,5,5,3,2,2,2,2,2,58,0,7,5
6,6,6,7,6,5,6,6,6,6,6,4,8,72,1,9,9
5,5,4,1,1,1,1,1,1,1,1,1,4,18,0,0,0
3,3,3,3,3,4,5,5,5,5,5,5,2,35,0,3,7
1,1,1,1,1,1,1,1,1,1,1,1,4,26,0,0,3
5,3,1,1,5,1,1,1,1,1,1,1,4,42,3,3,3
6,7,3,3,3,4,5,4,3,3,3,3,4,21,0,0,6
3,4,3,3,5,3,3,2,2,2,2,2,7,33,4,3,7
7,7,4,4,4,4,4,1,1,4,4,1,4,48,0,0,6
6,7,7,7,7,7,5,7,7,7,7,7,8,42,0,11,3
6,5,6,4,4,5,6,6,6,6,6,4,2,44,0,0,0
1,1,2,2,4,2,2,6,6,2,2,1,7,63,0,0,9
5,5,2,2,2,2,2,2,2,2,2,1,1,30,0,1,6
4,5,4,4,2,1,4,4,4,2,3,3,5,36,1,4,6
7,7,6,6,6,6,5,4,4,4,4,7,1,69,5,11,11
6,7,6,6,5,2,6,6,6,2,4,2,3,32,0,0,0
1,5,5,1,2,1,2,6,6,1,1,2,2,26,0,5,8
1,1,1,1,1,1,1,1,1,1,1,1,3,27,0,0,2
6,4,6,4,4,4,5,2,2,4,4,5,4,38,4,4,6
4,5,4,3,3,3,4,3,4,4,4,6,4,49,1,6,5
5,2,2,2,4,2,3,2,2,1,1,2,3,25,1,5,6
2,2,2,2,2,2,6,1,1,1,1,1,8,30,0,0,0
6,7,6,4,6,5,4,4,4,4,5,5,4,41,1,4,6
5,5,2,1,1,1,2,2,2,1,1,1,1,28,0,0,0
6,5,7,5,4,2,4,5,5,5,5,3,8,44,0,4,6
7,7,7,7,7,7,7,7,7,7,7,7,7,28,1,12,12
2,2,2,2,2,2,2,2,2,2,2,2,7,26,0,0,0
2,2,2,1,1,1,1,1,1,1,1,1,3,31,1,4,2
4,3,5,5,3,4,1,1,1,1,1,4,7,70,0,6,2
5,5,2,1,4,5,4,4,4,1,1,1,4,34,1,0,8
7,7,5,5,6,5,7,6,6,6,6,7,4,49,3,9,6
5,5,2,2,2,1,5,2,2,1,1,2,5,33,0,0,4
4,4,5,2,2,1,2,4,4,1,4,2,2,28,0,0,6
6,4,3,4,2,3,2,4,3,3,3,3,1,42,5,0,6
1,1,1,1,1,2,4,1,1,1,1,1,4,19,0,0,4
2,5,1,1,1,1,1,5,4,1,1,1,8,36,0,1,7
4,4,4,4,5,3,4,3,3,4,4,2,4,35,0,5,0
5,6,1,1,2,1,1,5,1,5,5,4,2,21,3,0,3
4,5,3,3,4,7,7,7,7,7,7,7,2,51,6,1,2
6,6,7,4,4,5,2,2,2,2,2,1,3,45,0,0,0
7,7,7,5,5,7,7,7,7,5,6,7,7,28,1,10,6
2,2,3,2,4,2,3,2,2,3,2,3,2,56,4,4,4
5,4,3,2,2,1,1,2,2,2,2,1,2,43,3,0,1
3,2,6,2,3,3,6,6,4,4,4,5,7,35,1,4,9
7,7,4,1,1,4,1,1,1,1,1,7,2,25,0,6,9
5,5,1,1,1,2,2,2,2,2,2,2,7,21,0,3,3
1,2,6,1,2,1,3,4,4,2,2,2,2,30,0,0,1
2,5,4,2,2,4,4,5,4,3,5,4,7,32,2,7,7
1,1,1,1,1,1,1,1,1,1,5,1,5,23,0,0,5
7,6,2,2,2,6,5,1,4,1,1,2,3,27,0,0,2
4,4,5,5,5,3,4,4,4,4,5,5,4,55,2,1,3
5,5,6,7,3,3,1,3,3,3,4,1,1,38,0,0,0
1,1,5,1,1,1,1,7,7,1,4,7,8,22,5,2,6
1,1,1,1,1,1,1,1,1,1,1,7,2,28,0,1,5
4,4,2,2,4,4,4,2,2,2,2,2,2,41,1,1,5
3,5,6,4,1,1,1,1,1,1,1,5,7,19,0,1,1
5,5,4,2,2,4,4,3,4,2,4,4,7,32,1,2,6
5,1,1,1,1,1,6,1,1,1,1,1,3,27,0,0,1
1,1,1,7,1,1,7,1,1,1,1,7,3,14,0,5,10
4,6,4,2,2,4,5,4,4,4,4,4,4,31,0,0,0
5,5,5,4,6,3,3,2,2,2,4,2,7,46,0,3,8
1,1,2,1,1,1,1,2,2,1,2,1,8,26,0,0,5
3,5,1,1,1,1,4,1,1,3,5,1,2,35,0,1,6
3,5,3,2,3,3,5,4,4,3,5,4,3,30,1,5,6
5,5,7,4,5,4,5,5,5,4,5,7,8,63,6,9,8
4,5,1,3,1,1,1,2,1,1,2,1,3,45,0,4,2
5,4,4,2,2,4,4,3,3,3,3,3,2,18,0,0,0
2,2,1,1,1,1,1,2,3,3,4,1,1,13,0,0,0
3,1,1,1,1,1,5,1,1,1,1,1,4,27,4,0,7
6,5,5,6,5,5,6,6,5,6,7,6,4,49,10,10,11
2,4,3,2,2,2,2,3,3,5,5,5,8,27,0,3,5
3,5,4,5,3,3,4,4,5,3,4,5,2,44,6,6,7
4,4,4,4,4,4,4,4,4,4,4,4,7,19,0,5,6
2,3,1,2,2,1,1,1,2,2,1,1,4,42,0,1,5
2,2,1,1,2,1,1,1,1,1,1,1,4,23,0,0,2
6,4,5,4,4,4,4,2,2,2,4,1,2,34,0,3,5
2,1,1,1,1,1,1,7,7,1,4,1,5,30,0,0,6
1,4,2,1,1,4,5,1,1,1,5,1,1,27,0,0,5
7,7,7,7,7,1,1,1,1,1,1,1,5,38,5,6,5
6,6,6,4,5,6,5,6,6,4,5,7,7,27,5,8,6
1,1,1,1,1,1,2,1,1,1,1,1,4,43,3,4,6
2,2,3,3,2,1,2,2,2,2,4,2,4,29,0,1,6
5,2,2,2,2,2,5,2,2,2,5,1,3,40,0,0,5
6,6,6,4,4,2,2,2,2,2,2,2,1,29,0,5,5
4,3,3,2,3,4,4,4,5,4,4,4,2,34,0,5,4
7,7,7,7,4,7,7,4,4,7,7,7,4,71,7,12,12
6,6,3,1,1,1,1,1,1,5,4,1,8,68,0,7,0
1,1,1,1,1,1,1,1,1,1,4,1,4,29,0,1,5
3,2,2,2,2,1,4,2,2,2,2,2,3,39,0,0,5
6,5,1,1,1,1,1,2,2,2,2,1,7,22,0,4,0
4,5,5,3,2,2,2,2,2,2,2,2,2,31,0,0,0
7,7,5,5,5,2,6,2,2,2,2,5,4,47,0,0,3
5,5,4,2,2,1,1,4,4,2,2,2,3,24,0,0,6
7,7,6,6,4,7,6,7,7,7,7,7,7,32,1,9,6
5,6,4,7,1,6,2,2,2,2,4,4,5,50,0,5,6
5,5,1,1,2,2,1,1,1,1,1,1,5,32,0,0,2
4,3,3,1,2,1,1,1,1,1,1,1,4,38,0,1,6
2,3,1,1,2,2,2,4,3,2,2,1,4,27,0,0,4
7,7,6,6,6,4,5,1,1,1,1,5,2,31,7,7,8
2,1,2,1,1,1,1,1,1,1,1,1,2,21,0,0,6
2,2,1,1,2,1,1,1,1,1,1,1,2,28,4,0,4
1,5,1,1,1,1,1,6,4,5,4,7,4,28,0,6,4
1,3,3,1,1,2,2,1,1,1,1,1,2,34,0,0,4
5,7,4,1,1,1,1,3,5,4,5,1,8,39,0,4,6
1,1,5,1,1,1,1,2,2,2,2,1,4,27,0,0,6
4,3,3,2,2,2,2,2,2,2,2,2,2,54,3,0,8
1,1,5,2,2,1,2,1,1,1,1,1,7,38,0,0,2
5,5,4,3,3,1,5,1,1,1,1,1,7,36,0,0,5
5,5,3,2,2,3,4,2,2,2,2,3,4,42,0,0,0
1,1,2,2,2,5,4,3,3,5,5,4,7,60,2,2,7
5,3,5,1,1,1,1,1,1,1,1,1,4,27,0,0,5
1,2,4,2,1,1,2,2,2,2,2,4,2,34,1,2,7
5,4,2,2,2,1,1,1,1,1,1,1,4,51,0,2,5
2,2,2,2,2,2,5,4,3,2,2,2,2,28,1,2,7
3,4,5,4,3,1,3,3,1,4,4,2,4,32,0,4,5
2,2,2,1,2,1,1,1,1,1,1,1,1,33,0,0,4
1,1,2,1,1,1,1,1,1,1,1,1,4,21,0,1,4
3,4,1,1,1,1,1,1,1,1,1,1,2,32,0,0,0
5,5,5,3,3,6,3,1,2,2,2,3,3,48,0,0,8
1,1,1,1,1,1,1,1,1,1,1,1,7,26,0,0,4
7,7,7,7,7,6,7,7,7,7,7,7,4,72,4,12,12
6,6,3,2,3,2,2,5,5,2,2,2,2,32,0,0,0
2,4,6,3,4,2,3,4,2,2,2,4,4,49,0,1,4
2,2,1,1,1,1,4,1,1,1,1,1,2,26,0,7,5
5,4,1,2,1,1,7,1,1,1,1,1,1,29,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,36,0,0,12
5,5,1,1,1,1,1,1,1,1,1,1,1,33,0,0,2
3,6,5,4,2,5,6,4,4,5,5,6,7,36,2,5,6
5,4,1,1,1,1,5,1,1,1,1,1,7,17,0,4,1
5,5,4,4,4,5,4,4,3,4,4,4,5,37,6,7,6
4,2,3,1,1,2,1,1,1,1,1,1,5,39,0,0,2
7,7,7,2,5,1,1,1,1,1,1,1,4,52,0,0,0
2,5,5,3,2,2,3,2,5,5,6,2,2,30,0,1,5
1,1,1,1,1,2,2,1,1,1,1,1,2,38,1,0,3
6,5,6,4,4,2,5,5,5,5,4,2,2,29,0,1,6
5,7,2,2,2,5,5,2,2,1,1,1,4,28,0,1,6
5,5,4,2,2,2,2,1,1,1,1,1,2,37,0,1,5
6,5,5,4,4,3,5,5,4,4,5,4,5,33,0,3,2
1,2,1,1,2,1,1,1,1,1,1,1,1,24,0,4,3
7,7,4,3,3,3,3,3,3,3,3,3,5,31,0,5,6
1,1,1,1,1,1,2,1,1,1,1,1,2,20,0,0,5
6,4,4,2,2,4,4,2,2,2,4,5,4,37,3,4,6
5,5,4,4,4,6,5,4,4,4,4,4,4,42,2,7,6
7,6,6,6,6,6,6,4,4,5,6,6,7,46,0,1,0
5,3,5,4,2,3,3,2,6,4,4,5,2,32,0,0,3
6,4,7,6,1,7,7,7,7,1,1,7,7,56,12,8,12
6,6,1,1,1,1,1,1,1,1,1,1,2,54,8,0,4
7,7,5,4,5,6,6,5,5,5,5,5,4,45,6,5,9
6,5,2,2,2,1,2,4,4,7,7,1,1,32,0,0,3
5,5,6,2,1,5,5,5,5,4,5,4,7,24,0,3,3
5,4,7,2,2,1,1,1,1,1,4,2,4,26,0,1,3
5,4,2,1,1,1,1,5,4,2,1,1,2,36,0,0,2
5,2,1,1,1,1,1,1,1,1,1,1,7,44,4,6,6
6,1,1,1,1,1,1,1,1,1,1,7,8,46,0,3,0
5,6,4,3,2,1,4,1,5,2,4,2,2,27,0,0,6
2,5,2,1,2,1,1,7,6,1,6,1,4,36,0,1,0
7,7,6,5,2,5,5,7,7,7,7,7,5,30,1,4,7
4,5,3,2,2,4,3,2,4,4,4,2,7,58,3,1,1
5,2,2,2,2,2,2,4,4,2,4,4,5,31,1,8,6
5,4,4,3,1,2,6,5,3,2,2,6,4,29,0,0,0
1,1,1,1,1,1,2,4,4,4,4,1,4,46,0,4,0
2,3,2,1,1,1,1,1,1,1,1,1,4,26,0,0,0
6,5,2,1,2,1,4,2,2,1,3,2,1,34,1,0,3
5,3,6,2,3,5,6,5,5,3,3,2,5,38,1,2,5
4,4,4,4,4,4,4,4,4,4,4,4,4,44,6,6,6
3,4,5,4,2,2,3,5,3,4,3,5,4,42,1,4,6
5,5,5,4,2,1,1,1,1,1,1,1,4,29,0,1,2
5,5,5,3,2,4,3,5,4,4,4,5,7,33,0,5,6
1,1,1,1,1,1,5,1,1,1,1,5,5,38,1,1,6
5,3,3,2,2,4,3,3,3,3,3,3,5,36,3,3,5
2,2,1,2,2,2,2,1,1,1,1,1,3,33,0,0,6
7,7,3,3,5,2,6,7,6,6,6,6,4,31,0,1,9
2,1,3,2,2,2,2,5,6,2,2,4,5,33,2,4,9
5,5,3,5,4,4,4,1,1,1,1,4,8,47,3,6,5
6,4,4,3,2,4,5,2,2,1,1,1,2,31,1,0,3
7,7,7,7,1,7,7,7,7,4,7,7,8,42,10,12,10
4,6,4,4,2,1,1,1,1,4,4,4,7,18,0,11,6
7,7,7,7,7,7,7,4,4,4,7,7,7,23,0,12,12
2,2,6,5,3,3,6,6,6,5,6,6,8,42,3,7,3
1,1,4,6,4,5,5,7,5,4,4,7,5,66,0,11,9
5,4,5,5,4,3,4,5,4,4,4,5,5,28,0,4,0
2,1,1,1,1,1,1,1,1,1,1,1,8,35,3,1,3
6,6,5,3,5,5,5,6,6,5,5,7,7,37,1,7,5
5,2,2,2,2,1,1,1,1,1,1,1,4,41,0,0,4
1,2,1,1,2,2,2,2,1,1,2,2,1,30,0,0,2
6,6,7,6,4,5,6,7,6,6,6,6,3,41,10,10,10
2,2,5,3,2,1,2,1,1,1,4,1,4,37,1,4,5
2,5,2,2,2,2,2,2,2,2,2,1,1,64,0,3,9
2,5,4,1,1,1,1,1,1,1,1,1,5,44,0,0,5
5,5,5,3,5,4,5,5,5,5,5,7,4,28,0,2,4
5,2,5,2,2,1,1,1,1,2,5,4,5,44,0,1,1
1,1,1,1,1,7,1,7,3,7,6,1,8,22,0,0,0
2,2,5,5,2,2,2,2,2,2,2,2,7,36,1,5,6
6,6,6,6,1,5,5,6,4,2,2,6,4,60,3,11,10
5,1,1,1,1,1,1,1,1,1,1,1,5,34,0,0,0
7,7,5,3,4,5,4,7,5,4,5,4,4,58,0,0,6
5,4,3,2,2,3,5,4,4,2,3,5,1,38,3,4,7
1,1,1,2,1,1,1,1,1,1,1,1,5,40,0,3,9
5,4,3,3,3,4,2,2,2,2,2,2,1,33,0,0,0
7,5,7,6,6,7,7,7,7,7,4,7,8,44,4,10,8
1,1,2,1,1,1,1,2,1,1,2,1,7,26,1,2,7
1,1,1,1,1,1,1,5,1,2,5,4,4,51,0,0,4
6,5,5,2,2,2,2,5,5,5,5,5,3,38,6,6,5
3,3,3,2,2,2,2,5,5,4,3,2,3,36,3,3,4
1,1,1,1,1,1,1,1,1,1,5,1,4,45,0,0,4
7,7,7,3,3,7,7,1,1,5,5,1,1,50,0,3,1
7,7,7,7,7,1,1,7,7,1,1,7,8,48,2,5,9
6,6,6,2,3,6,6,5,5,6,6,6,3,30,2,7,5
4,2,1,1,1,1,1,4,4,5,6,4,4,31,0,0,0
5,5,5,4,4,2,2,2,2,2,2,4,4,53,1,7,6
1,1,1,1,1,1,1,1,1,1,2,1,1,32,0,0,6
4,3,2,1,2,1,1,2,2,1,1,1,1,30,0,0,5
7,7,7,7,1,6,7,2,2,6,4,6,7,40,8,10,10
5,5,6,5,5,6,6,6,6,5,6,7,4,34,3,7,7
7,6,6,7,6,1,1,7,7,7,7,7,1,59,0,12,12
1,1,1,1,1,1,1,1,1,1,1,1,7,23,0,0,3
2,5,3,3,1,3,3,3,2,3,3,3,7,45,3,3,2
3,7,6,6,6,4,4,4,4,4,5,6,4,60,5,6,11
5,5,5,3,3,3,5,3,3,3,3,3,7,34,3,3,3
6,7,7,7,7,7,7,4,4,7,7,7,4,72,10,12,12
6,6,5,5,5,5,5,5,5,6,6,5,3,47,9,9,7
5,5,2,1,1,1,1,1,1,1,1,1,4,16,1,3,7
7,7,1,1,1,1,6,1,1,1,1,7,4,53,0,7,6
5,5,2,2,2,2,1,2,5,2,2,1,1,21,0,0,2
5,2,4,1,1,1,4,1,1,1,1,1,2,29,0,0,4
5,5,7,7,7,4,7,7,7,7,7,7,8,51,12,12,12
6,6,6,5,5,5,7,6,6,6,6,7,7,37,3,8,9
6,5,2,2,4,1,3,5,5,2,4,5,2,40,0,1,6
5,3,1,6,7,7,7,7,7,7,7,7,8,41,3,12,2
5,3,3,3,3,2,5,5,5,3,4,4,4,47,2,4,6
5,5,6,3,2,2,4,2,2,2,2,2,7,33,3,8,4
5,2,3,1,1,3,5,4,4,2,2,5,4,33,1,0,6
3,4,4,2,3,2,2,2,2,2,2,3,4,38,0,0,4
7,6,6,5,5,1,5,2,1,5,5,5,7,52,3,9,3
5,5,3,3,3,2,5,3,3,3,3,3,3,25,0,2,6
5,4,5,5,5,5,5,5,5,5,5,7,5,45,2,10,9
4,4,4,2,4,1,1,4,4,4,4,4,7,52,0,6,8
5,5,5,5,5,5,5,5,5,2,2,7,8,72,4,12,12
5,5,4,4,3,3,3,2,2,2,2,2,4,46,2,6,6
7,6,5,4,4,6,6,7,5,6,4,7,5,28,3,6,7
6,6,7,7,7,7,7,7,7,7,7,7,8,26,2,8,6
5,4,2,2,2,2,2,2,1,1,1,1,4,29,2,2,6
2,2,1,1,1,1,1,1,1,1,1,1,4,60,0,0,4
6,6,3,3,3,5,6,2,2,5,5,3,7,39,0,1,2
4,2,2,2,2,2,1,1,1,2,2,1,8,48,0,1,5
3,5,2,1,1,4,6,2,2,2,2,4,7,43,0,1,1
5,5,6,5,5,5,6,6,6,6,5,7,7,48,4,8,7
6,6,6,6,6,6,6,4,4,4,4,4,7,68,6,9,10
6,7,6,4,6,6,6,6,6,6,6,6,4,45,0,0,5
6,6,4,4,3,2,2,2,2,2,2,2,4,47,0,4,6
2,2,1,1,1,1,2,1,1,6,2,1,1,59,0,2,2
6,5,5,2,2,3,3,5,4,2,2,5,7,28,0,4,7
1,2,2,1,1,1,1,1,1,1,4,4,2,26,0,0,6
2,5,4,2,2,1,1,4,4,1,4,1,1,32,0,0,0
5,5,3,2,2,1,1,1,1,5,3,1,7,36,1,3,6
2,1,1,1,1,1,1,1,1,1,1,1,4,32,0,0,0
1,1,1,1,2,1,1,1,1,1,1,1,3,42,0,0,2
6,6,6,1,1,1,1,1,1,1,1,1,4,43,0,0,0
3,5,4,5,4,3,3,3,4,4,5,5,7,47,6,4,5
2,2,2,2,2,2,2,2,2,2,2,2,4,40,3,3,3
6,6,2,2,1,4,4,3,3,1,1,1,4,34,0,0,2
3,6,4,2,3,1,1,1,1,1,1,4,2,44,0,4,5
7,7,1,1,1,1,1,1,1,1,1,1,4,16,0,0,3
2,3,2,1,1,1,1,1,1,1,1,1,4,25,0,0,6
3,5,5,3,3,5,6,5,2,2,6,5,2,29,1,0,0
5,5,2,2,4,3,5,1,1,1,4,2,4,52,1,0,6
4,5,1,1,4,5,7,1,1,4,4,7,4,47,6,6,6
7,7,7,7,6,6,4,7,7,7,7,7,8,67,11,12,12
5,5,4,4,4,4,4,6,5,2,4,5,3,32,1,3,6
6,5,5,2,4,1,2,4,3,2,3,2,4,34,8,8,7
2,2,6,6,6,2,2,5,3,1,1,7,7,35,5,8,5
5,4,2,1,2,1,2,5,4,4,4,2,3,27,0,0,6
6,2,1,1,2,1,1,1,1,1,1,1,1,20,0,0,0
5,3,6,4,4,6,5,5,2,2,2,7,8,33,0,4,3
4,4,4,4,4,4,4,4,4,4,4,4,4,52,9,9,9
5,4,7,7,3,7,7,7,7,5,6,7,5,41,7,9,6
5,5,5,4,4,4,4,4,3,3,3,4,4,61,2,8,12
7,7,7,7,7,7,7,7,7,7,7,7,5,33,12,10,11
5,6,7,6,4,6,6,2,2,3,4,7,7,49,0,3,3
4,4,5,5,4,2,2,4,4,4,4,4,5,45,3,8,6
7,6,6,5,5,5,6,4,4,6,5,7,7,45,5,5,6
2,1,2,1,1,1,1,1,1,1,1,1,2,43,0,0,6
2,5,4,1,1,1,1,1,5,1,7,1,7,51,2,2,10
6,5,3,3,3,1,1,1,1,1,1,1,4,52,6,5,6
6,6,3,2,4,3,5,4,3,3,4,3,3,41,0,1,4
5,5,5,4,5,5,4,4,4,4,4,4,4,43,1,9,11
5,5,2,1,1,3,4,1,2,1,2,1,1,25,4,0,5
5,5,3,3,3,2,5,2,4,3,5,2,2,39,1,4,6
5,5,5,4,4,1,1,2,2,2,2,2,8,60,0,3,6
5,6,2,2,2,2,3,2,2,1,2,1,2,22,1,0,3
7,6,7,5,3,7,6,6,6,1,1,7,1,41,0,11,4
7,6,5,2,4,7,5,5,4,3,2,4,4,44,0,0,5
6,5,6,6,5,6,6,7,7,7,7,7,8,48,4,9,9
5,2,2,2,2,2,2,2,2,2,2,2,1,40,0,3,6
5,5,2,2,2,2,2,2,2,2,2,2,8,16,0,0,2
7,7,1,1,1,1,1,1,1,1,1,1,4,36,0,0,4
2,3,1,1,2,3,2,3,2,1,1,2,1,30,1,1,9
5,3,2,1,2,1,1,4,4,2,2,1,2,44,0,0,2
1,1,1,1,1,1,2,1,1,1,1,1,2,31,1,0,7
5,4,4,2,2,3,3,3,3,3,3,3,4,29,1,3,6
7,6,5,2,2,2,6,5,5,6,1,1,1,40,0,0,0
6,6,4,3,3,5,5,6,6,5,6,6,4,48,0,3,8
4,4,5,4,4,5,6,5,4,5,4,7,7,51,4,8,6
2,5,1,1,1,1,1,1,1,1,1,1,1,53,1,0,9
5,2,2,2,2,2,2,4,2,2,2,5,7,29,3,3,6
3,1,5,4,3,1,2,1,1,1,4,1,1,36,3,0,3
5,5,2,2,2,5,3,2,2,2,2,4,4,60,3,3,9
2,1,1,1,1,1,1,1,1,1,1,1,4,46,1,0,5
5,5,5,2,5,4,3,2,2,3,3,2,5,50,0,2,5
5,6,4,4,4,4,4,4,4,5,6,7,4,50,2,2,7
6,4,5,3,3,5,5,2,2,2,2,5,4,56,0,4,7
1,1,2,2,1,1,1,1,1,1,1,1,4,41,0,3,1
5,4,5,5,3,2,2,2,2,2,2,2,4,50,0,0,4
5,4,4,3,3,3,1,3,4,1,1,1,3,43,0,0,6
7,7,3,2,4,1,7,7,1,1,6,1,4,61,0,0,0
7,7,7,7,7,7,7,7,7,4,6,7,7,72,0,11,10
7,5,4,4,2,1,6,1,1,1,1,4,8,48,0,7,6
5,5,5,5,5,2,2,4,4,4,4,4,8,45,0,8,0
5,5,6,6,5,4,3,4,3,4,3,3,3,47,8,8,8
6,4,1,2,1,1,1,1,1,1,1,1,4,47,0,0,2
5,1,1,1,1,1,1,1,1,1,1,1,4,21,0,0,0
2,1,1,1,1,1,1,1,1,1,1,1,7,47,2,8,4
5,5,3,3,2,2,2,3,3,3,3,5,4,30,2,4,7
5,5,5,4,6,5,2,6,5,5,2,6,5,53,1,8,5
5,5,1,1,1,1,2,1,1,1,1,1,5,27,0,0,12
4,2,4,4,4,1,1,1,1,1,1,1,8,44,0,6,5
2,2,5,2,1,1,1,1,1,1,1,1,5,44,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,4,19,0,0,4
6,6,2,4,4,6,2,2,2,2,2,5,4,43,3,3,3
6,6,6,2,4,4,4,3,4,4,5,3,1,58,0,4,2
4,1,4,1,1,1,1,2,2,2,5,1,1,18,0,4,4
5,3,2,1,1,1,5,2,2,1,4,2,2,28,0,0,4
4,4,1,1,1,1,1,1,1,1,1,1,2,42,0,0,0
5,2,3,3,3,5,5,5,5,3,3,5,3,45,0,7,3
5,5,3,1,3,1,1,1,1,1,4,1,2,54,0,0,0
6,6,3,3,3,5,5,1,1,1,1,7,3,28,0,5,3
1,1,4,4,2,1,1,1,1,1,1,1,2,35,0,0,5
2,2,4,3,2,2,2,2,2,4,3,1,4,33,3,4,6
7,7,7,6,7,5,6,1,1,1,1,6,8,22,0,4,2
7,7,7,7,7,7,6,7,7,7,7,7,4,72,9,12,10
5,5,2,2,2,1,2,2,2,5,4,2,3,38,0,2,3
